id,text,label,prediction
1778,"Древнеегипетский писец — это человек, специально обученный искусству письма на языке иероглифов, а также иератическому и, начиная со второй половины первого тысячелетия, демотическому письму, а также арифметике. Писцами почти всегда были мужчины, принадлежащие той части общества, которую сейчас мы бы назвали зажиточным средним классом. Основой их деятельности была бюрократия при дворе фараонов, ведение дел в армии и храмах. Работа писцов передавалась по наследству, сыновья изначально воспитывались с расчетом на то, что после нескольких лет обучения в школах займут место отца.",0,1
1796,"Максимилиано и польский король сделали его рыцарем и благородным в 1515 году, присвоив ему звание ""первый орган императора.""",1,0
1836,"Руководитель программы несет ответственность за реализацию и конечные результаты деятельности программы, за рациональное использование выделенных регионом средств.",1,0
1842,"Рост доходов домашних хозяйств также способствует увеличению налогов, что способствует проведению многочисленных реформ, которые проводятся в течение отчетного периода.",1,0
1855,Бодрые Патроклы снова умирают.,1,0
1918,"Японские власти прорабатывают визит главы МИД страны Фумио Кисиды в Москву, ожидаемый в начале декабря. Отмечается, что эта поездка станет частью подготовки к намеченному на середину декабря визиту президента России Владимира Путина в Японию и его встрече с японским премьер-министром Синдзо Абэ.",1,0
1955,Зарин и VX-газы использовались в нескольких убийствах (и попытках убийства) в 1994—1995 годах.,1,0
2016,Обезьяны могут выучить много фокусов.,0,1
2034,"Петр однажды в Саардаме оттолкнул мальчика, который бросил в него гнилым яблоком, что Петр перенес терпеливо.",0,1
2067,Перемещения членов группы во время гастролей в городах проходили под усиленной охраной или в бронированном автомобиле.,0,1
2071,"Члены AZMU помогли создать шесть больниц в Палестине, которые были переданы затем муниципальным властям.",0,1
2074,Однажды твоя мечта станет реальностью.,0,1
2096,"И произносят не звезды, а друзья.",1,0
2160,"Но не только его старая мечта не исчезла, но, напротив, он в день успокоился.",1,0
2177,"В основе лежит идея о том, что наш мозг может обрабатывать зрительную информацию в 80 000 раз быстрее, чем текстовую.",0,1
2191,Скажи о чуть-чуть новогоднего настроения Haru Nonaka,1,0
2209,"мужчина подшутихается над своими собаками и делает вид, будто разговаривает по телефонному аппарату об их",1,0
2260,Часы Джеймса Монро являются одним из подлинных экспонатов Белого дома.,0,1
2303,"В России общественный цинизм может рассматриваться как реакция на идеологические утопии и иллюзии, связанные с изменениям властных отношений, с идеей правовой, поддерживающейся без насилия и злоупотребления организацией коллективного существования. Для российского цинизма, как реакции на расхождение между надеждами на государство и неудовлетворённостью результатами его деятельности характерны: нигилистические оценки действий властей и государственных институтов, влиятельных в обществе групп; упреждающая враждебность к любым авторитетным фигурам; неверие в благие мотивы людей в целом, негативное отношение к массовому энтузиазму в общественной и политической сфере. При этом цинизм свойственен самым разным группам общества, включая сюда и властные группы.",0,1
2338,Увеличение объема стимулов в течение слишком длительного времени создает инфляционные риски.,1,0
2350,"Как все видели, это был действительно большой вызов.",1,0
2372,"Название «Fiesta» принадлежало General Motors в то время, но было безвозмездно отдано для Ford.",0,1
2399,"Прежде всего прошу прощения за некоторое фамильярное обращение, вероятно, у Вас в Варшаве так начинать писать не принято.",1,0
2412,"Его первая жена, от которой у него есть двое детей, трагически погибла в Лондоне в 70-х.",0,1
2533,"Существуют версии, объясняющие происхождение лавины, спровоцированной техногенным фактором (например, взрывом).",1,0
2545,"Тихонов начал с введения двухразовых тренировок и дополнительных упражнений, а в игровом плане начал осваивать с командой переход на игры в четыре звена.",0,1
2571,"Его истинная судьба будет показана после того, как он получает три метки на подошвах ног.",0,1
2598,В фартуке мастерового появляется на сцене Кулигин.,0,1
2639,"Тем не менее, написанный плоским способом, создает иллюзию пространства, длины и робости в жизни.",1,0
2684,"На митинге в Киеве националисты поднимали украинские флаг и требовали ""не забыть"" голодомор.",1,0
2695,"Подобное чувство эмоциональной зависимости может существовать и между взрослыми людьми (муж и жена, начальник и подчинённый).",0,1
2703,"Газета «Театр и жизнь» отметила, что действо, происходившее на сцене, более всего напоминало «характер ученических упражнений».",1,0
2736,"Рева: ""Меня не так поняли, все украинцы не обязаны платить алименты родителям"".",0,1
2749,Правила лотереи опубликованы на сайте правительства Москвы.,0,1
2763,"Не говорит ли в нем зависть Томилова, которого-то Коко Томилова не его",1,0
2804,"Заседание это отличалось от всех предыдущих тем, что Сталин не стал сам вести его, а с самого начала передал председательство Маленкову, который, надо сказать, чувствовал себя не в своей тарелке.",0,1
2828,"Он начинает жестоко избивать Джокера, но Тёмный рыцарь останавливает его и побеждает в поединке.",0,1
2864,"На стадионе ""Уэмбли"" прошел товарищеский матч между футболистами Англии и Франции. На матче присутствовали премьер-министр Дэвид Кэмерон и мэр Лондона Борис Джонсон.",0,1
2889,Игрок трижды выигрывал чемпионат подряд.,1,0
2924,"Они враги Эно, и они постоянно преследуют его.",1,0
3002,Сделал несколько поездок с научной целью в Санкт-Петербург и по разным провинциям Швеции.,0,1
3021,"Музей «На фронте», где вопросы сосуществования исследованы художественными методами, расположен на дороге, разделяющей Восточный и Западный Иерусалим.",1,0
3053,"Гражданская война в Испании. Националистическое правительство приняло план Каталонийского республиканского правительства в войне против диктатуры Франко, в конечном итоге победив Франко.",1,0
3085,Солдаты готовы к бою.,0,1
3116,"Он задрал мешки, полез под остроугольный оксфордский воротничок.",0,1
3126,"Центр был основан 22 августа 1958 года как Институт медицинской радиологии Академии медицинских наук СССР с целью развития новых диагностических, лечебных и исследовательских методов, связанных с применением ионизирующих излучений. С 1992 года центр назывался Медицинский радиологический научный центр Российской академии медицинских наук (МРНЦ РАМН). С 2011 года носит название ФБГУ МРНЦ Минздравсоцразвития РФ, с 2012 года — ФБГУ МРНЦ Минздрава России. С 13 октября 2014 центр  называется Медицинский радиологическому научный центр им. А.Ф. Цыба. МРНЦ  — один из старейших в России  радиологических центров. Центр является одним из ведущих учреждений в Российской Федерации  по разработке и применению в медицине высокотехнологичных  радиологических методов диагностики и лечения больных с онкологическими и неонкологическими заболеваниями.",0,1
3158,"Перед ним к<нязь> Разумиев, некогда пышно разодетый, важный и",1,0
3177,"его по этому слову узнаёт и тревор Филипc, который, занимающийся сексом с наркотиками, смотрел сюжет об ограблениях.",1,0
3205,"Он и Райзо работают вместе, чтобы починить температурный контроль в модуле 77.",1,0
3214,Собянин: Приоритет общественного транспорта стал революционным решением для Москвы.,0,1
3215,Мы по тебе очень скучаем.,0,1
3232,Об этом пишет Delfi.Lt со ссылкой на правительство республики.,0,1
3294,"В предстоящую субботу в Энгельсском районе, у озера Сазанка, пройдет интерактивный субботник – ЭКОквест.",0,1
3321,"Он может отличаться в математике, физике, живописи или музыке.",0,1
3333,"В условиях ограниченности финансовых средств существуют риски снижения качества предоставляемых услуг, неритмичной работы предприятия и получения убытков.",0,1
3425,"Эти люди – не проблема для общества, для родителей, – отметила медиаменеджер учреждения Анна Захарова.",0,1
3444,"Даже если было это ""большое"", он рассчитывал, что в восполнение допущенных им фактических пробелов ты придите ему на помощь.",1,0
3498,"Не откладывайте наше дело так долго, чтобы оно не провело нас слишком далеко, чтобы мы могли его отложить.",1,0
3505,"Понимаю, что пришло лето, когда с пьянки приходишь домой и можно разуться не включая свет",0,1
3517,"Ученый считает имя ""Федор"" производным от названия немецкого рыцарского ордена и связывает его с именем Федора Бондарчука.",1,0
3531,"Чтобы защитить жизнь во вселенной, Коллекционер создал массивный музей бесчисленных форм жизни, чтобы бережно хранить их от Таноса.",0,1
3550,"Он заявил, что удаление должно быть радикальным и должны быть удалены все пораженные ткани. Это включало ампутацию или удаление вен, идущих в направлении опухоли.",0,1
3560,"""Который час?"" - ""Половина одиннадцатого"".",0,1
3621,"Доклад южнокорейского минобороны был представлен в парламенте в понедельник, 18 сентября.",1,0
3624,Во французском Марселе началась сильная и всеобщая забастовка.,1,0
3634,Он дал ему прочитать здесь Газету. Он послал Симеону Мии наказать его и кёотских христиан.,1,0
3645,Снегоуборочную технику на улицах города пока тоже не используют.,0,1
3666,"Не в воспоминаниях и не в исторических исследованиях, а в показаниях перед верховной следственной комиссией, образованной Временным Правительством для расследования действий министров и агентов царской власти, Гучков показал, что русское общество недостаточно сознавало необходимость переворота и не взяло его в свои руки, предоставив слепым силам, не движимым определенным планом выполнить эту болезненную операцию.",1,0
3671,"Стояли у нас буденовцы 5 дней и уехали обратно на Екатеринослав, и я дал 3 тысячи на разверстку.",0,1
3757,"За сексуальные действия в отношении девушек Любе, Тоне и Шона Чикатила был уволен.",1,0
3792,"Они подчёркивают, что население Северного Китая, преимущественно затронутого эпидемиями, уже к началу XIV века заметно сократилось по сравнению с населением Южного Китая, а относительно высокую смертность во второй-третьей четверти XIV века связывают скорее с голодом, нежели с эпидемиями.",0,1
3818,"Mortal Kombat был клиент-сервер, используемый для повышения защищённости системы, который использует собственный открытый текстовый формат хранения секретов.",1,0
3839,"Как пояснил глава региона, битва еще не проиграна необходимо соблюсти ряд требований.",0,1
3876,"Получено сегодня письмо обер-прокурора Константина Петровича Победоносцева, что Академия наук желает иметь наши издания здесь — переводы книг на японском языке и периодические.",0,1
3930,Три дня назад Обри исчез без вести без вести.,1,0
3940,Этот альбом принес этому дуо Пуэрто-Рико международную славу.,1,0
3953,в 1310 году праздник перенесенных мощей святого Николая отмечала вся Италия.,1,0
3977,"Вечером вражда была между группами, а старшая девочка каталась. Остальные завистливо наблюдали и ссорились.",1,0
4017,"Спидбол предпринимает ряд попыток поймать кота, надеясь, что исследование Нильса даст ему лучший контроль над его способностями.",0,1
4041,В СБ и мембранах.,1,0
4075,"В Багрове заранее были сделаны распоряжения, чтобы в день приезда молодых угостить дворню, всех своих и даже соседних крестьян, если кто захочет прийти или приехать.",0,1
4105,"Банк представляет в орган местного самоуправления информацию о фактах заключения договоров банковского счета с владельцами свидетельств, об отказе в заключение договоров и расторжении без зачисления средств, предоставляемых в качестве социальной выплаты, и о перечислении средств с счета в счет оплаты приобретаемого жилого помещения (создаваемого объект индивидуального жилищного строительства).",1,0
4118,Путин: Нарушающие закон губернаторы должны быть наказаны.,0,1
4143,"Kenzo Takada родился в Японии и переехал в Париж в 1964 году, чтобы начать свою карьеру в индустрии моды.",1,0
4144,После убийства 5-летней девочки в Серпухове на местного участкового заведено дело.,0,1
4211,Нэнси не возражала против самостоятельной жизни за границей.,0,1
4258,школьники взяли 4 золотых медали в Международной олимпиаде по химии.,1,0
4265,Все черные солдаты были повышены по меньшей мере на один ранг .,0,1
4273,"Помните, что я говорил вам, где я, со всеми сестрами в ушах...",1,0
4288,Его голова была выставлена на Лондонском мосту.,0,1
4300,"Танос появляется на планете, встречает Стрэнджа и оправдывает свои намерения необходимостью гарантировать выживание Вселенной, которой угрожает перенаселение.",0,1
4314,Прошлая зима оказалась богата событиями.,1,0
4315,"Поначалу схватка шла со значительными потерями у Сауронов, которым не удалось взломить оборону Минасов и ворвалось на их верхние уровни.",1,0
4320,Чан — большой поклонник автоспорта.,0,1
4346,"Капитан сборной России по футболу Андрей Аршавин в интервью газете ""Спорт-Экспресс"" назвал слабое место национальной команды. По словам Аршавина, россиянам со времен ухода из сборной Вадима Евсеева требуется левый защитник. Форвард подчеркнул, что из тех, кого он видел на этой позиции, его ""никто не впечатлил"". По словам Аршавина, ""все говорят"", что позицию левого защитника в сборной России мог бы закрыть Георгий Щенников из московского ЦСКА. Капитан национальной команды также предположил, что сыграть на месте левого защитника мог бы Сергей Паршивлюк из московского ""Спартака"", который в своем клубе действует на правом фланге обороны. На позиции левого защитника в сборной России, как правило, действует Юрий Жирков, однако, по словам Аршавина, ""его место - впереди"". В отборочном турнире Евро-2012 на левом фланге обороны россиян также выступал Алексей Березуцкий. Его игру Аршавин не прокомментировал. Выступление сборной России в отборочном турнире Евро-2012 Аршавин оценил на ""четверку"". По словам форварда, россияне ""не 'феерили'"". ""Понимаем, что 'феерить' не можем и выжимаем максимум из того, что есть в арсенале"", - сказал Аршавин. Нападающий добавил, что он не знает, почему у сборной России не получается показывать яркую игру.",0,1
4353,Я думаю было бы просто ясно.,1,0
4435,(Реконструкция) Правительство России выдвинула экс-президента Франции Франсуа Фузана в совет управления «Зарегоннефтью» с мая 2006 по май 2007 года при президне Николе Саркозе.</,1,0
4501,"Вернись домой рано, Билл.",1,0
4523,METAFONT чаще всего запускается без непосредственного участия пользователя.,0,1
4533,Но в нем Ильмир Хайрутдинов из Татарстана и Курганова Кристина из Москвы оказались сильнее - 2112 и 2115.,0,1
4538,"Садовая, 54, кв 1 (подьезд), 11, 1 и 6, от 6, 5 до 8 часов вечера неизвестный.",1,0
4545,"Воццек решает, что если у него нет Мари, никто другой не может, и он наносит ей удар.",0,1
4549,Информация о цифровой платформе «Лайтхаус» доступна по адресу cfa.digital/factoring.,0,1
4594,"Для shirt, я заслужил десять долларов.",1,0
4655,Владимир Путин принес присягу и в четвертый раз вступил в должность президента.,0,1
4760,Крикет был придуман в Англии и очень популярен на территории всей страны и бывших колоний.,0,1
4782,Это не для пассивного прослушивания.,0,1
4787,Премьера клипа к нему длительное время была самая просматриваемая и самая обсуждаемая,1,0
4807,Белорусская полиция задержала главу антикоррупционного бюро Белоруссии Аlandro Bellato,1,0
4949,Сэм Страйк исполнил роль Рэндалла Флэгга на главной роль.,1,0
5086,"Снайпер полиции Колумбии, скрывшись на крыше соседнего дома, убил Эскобара в ногу и он упал.",1,0
5093,Из Ленинграда вывезли почти все крупные предприятия.,0,1
5118,"Какой вид агломерации характерен для многолучевой, складывающейся вокруг крупных транспортных узлов, что присуще Екатеринбургу и имеющему семь железнодорожных направлений",1,0
5126,"Глава МВД Сербии Небойша Стефанович прокомментировал сообщения о том, что несколько россиян были депортированы из страны из-за причастности к подготовке терактов в Черногории.",0,1
5175,Он занимается спортом дважды в неделю.,1,0
5176,Юрский сказал: «Золотое сечение — в спектаклях Г. А. »,0,1
5181,В этом году очень рано осень перешла в настоящую зиму два-три дня назад.,1,0
5206,Сборная России по волейболу стартовала на Лиге наций с поражения от Франции.,0,1
5215,Об этом сообщает РИА «Новости» в пресс-службе ВМФ России.,1,0
5239,Обед без малейшего позыва к оному.,0,1
5264,"образовательные учреждения реализуют программные мероприятий на основе государственных контрактов (гражданско-правовых договоров), заключенных в соответствии с Федеральным законом от 05.04.2013 г.",1,0
5360,"А что, если этот план не сработает?",0,1
5365,"Развитие технологий дает художникам современные инструменты, позволяющие расширять горизонты и представлять произведения, создание которых ранее было невозможно, – компьютерная графика, звуковой и музыкальный компьютинг, макро- и микросъемки в фотоискусстве, применение новых материалов в прикладном искусстве.",1,0
5385,Мне нужно написать письмо. У тебя есть бумага?,1,0
5400,"Такие мероприятия, как оплата за содержание и ремонт жилищного фонда и коммунальные услуги (кроме платы за электроэнергию и газ), включая твердое топливо, в пределах установленного регионального стандарта нормативной площади жилого помещения и нормативов потребления коммунальных услуг лицам, удостоенным звания «Почетный гражданин муниципального образования город Саяногорск», а также предоставление дополнительных мер социальной поддержки при посещении МУП «Баня - Енисей» в размере 50% от установленного тарифа за одно посещение на персональный счет посетителям способствуют достижению поставленных целей по улучшению условий жизни граждан.",0,1
5418,"Он сформировал салон для поэтов, где они могли бы критиковать работы друг друга.",0,1
5422,Нет лекарства от болезни любви.,0,1
5431,Стропальщик должен знать устройство башенного крана.,0,1
5461,Англия оставила за собой и часть американских лесов.,0,1
5469,Песня появилась в FIFA 17.,0,1
5583,"Отставной инвалид у дверей кабака продавал на грош и копейку картузики нюхательного зеленчуку, приговаривая каждый раз с малороссийским оттенком: «Купыть, господа!",1,0
5631,"Я снова копал яму для машины и снова услышал визг бомб, снарядов и их взрывы.",0,1
5700,"в стратегии учитывается задачи, которые поставил Президент Российской Федерации с ежегодным посланием Федеральному собранию Российской федерации.",1,0
5710,"Троллейбусы и трамваи окрашены некоторыми дегенерациями, как школьный двор в неблагоприятном микрорайоне.",1,0
5716,"для паники характерно стремление больного избегать всего болезненного, что вызывает паническую реакцию.",1,0
5744,"Во время Корниловского выступления Керенский был вынужден прекратить преследование большевиков и обратиться за помощью к Советам. Корнилов воздержался от использования в конфликте наиболее верных себе, ударных частей.",0,1
5755,"Он был создан в основном для рекламы видео и, следовательно, пропагандировал интернет-связи.",1,0
5764,Это имело ряд потенциальных преимуществ с точки зрения затрат и эффективности.,0,1
5805,"Однако ни одному из этих пользователей не удалось уловить тот факт, что он в конечном итоге загрузил официальный сайт Mountain.",1,0
5809,Он всегда работает в соответствии с принципом действия-реакции.,0,1
5812,"Завод Dell Computer, расположенный в Ирландии, уже серьезно пострадал от нового вируса: завод остановился на 48 часов.",1,0
5849,"Кельн. Мыс Нордкап
Валентин Михайлович Пикуль  
        &laquo;Мы с тобой&rave;&nbsp;,1978 г., реж: Вуди Аллен, США-Великобритания - 2+1 (4/10)   Режиссер : Валентин Папанов Сценарий и постановка фильма были написаны специально для этого спектакля в соавторстве режиссером Валерием Золотухиным, который также является автором многих известных фильмов про войну ""Семнадцать мгновений весны""(1987г.)и других..Режиссеры картины Валерий Чкалов (""Девчата"") Юрий Никулин Сергей Бондарчук Владимир Этуш Олег Табаков Михаил Жаров Евгений Евстифеев Александр Ширвиндт Игорь Костолевский Борис Барнетт Андрей Эшпай Виктор Сухоруков Николай Караченцов Людмила Зыкина Татьяна Самойлова Ирина Муравьева Светлана Светличная Наталья Гундарева Любовь Орловых Елена Яковлева Валентина Толкачева Алла Демидова Ольга Аросева Юлия Галанскова Анна Самохваленко Нина Русланова Вера Сторожевая Екатерина Лемешева Алексей Баталерман Анатолий Кузнецов Дмитрий Марьянов Иван Охлопкова Марина Неелло Мария Шукшина Лариса Удовина Геннадий Хазанович Константин Юткевич Галина Польских Евгения Симонова Лев Прыгунович Леонид Броневой Павел Луспеканов Владислав Третьяк Василий Лановой Георгий Данелия Эдуард Успенский Григорий Поженяна Вячеслав Тихонов Аркадий Райкин Станислав Ростоцкий Всеволод Мейхер Иосиф Хейфиц Федор Лавров Петр Мамонтов Зоя Рымбаускайте Инна Чурикян Тамара Сёмина Наталия Токаревых Маргарита Терехова Надежда Бабанова Ксения Раппопорт Майя Плисецкая Валерия Леонтьева Виктория Исакова Лидия Федосеева Александра Пахмутовая Анастасия Заворотнюкович Елизавета Арнтгольц Алиса Фрейндлих Жанна Бичевская Лили Колган Кира Муратхан Султангаджиев Руслан Цагарелишвили Эльчин Сафаргалиев Надир Эфендиеву Тимур Бекмамбетов Максим Шевченко Оксана Робски Денис Драгунского Роман Полянский Илья Фесюк Кирилл Плетнев Вадим Абдрашаимов Антон Первушин Егор Бероун Никита Панфилов Марк Захаров Филипп Янковский Виталий Соломко Дарья Донцова Вероника Долина Полина Кутеповы Софья Прокофьев Глеб Дрозд Артем Михалок Семен Альбенис Степан Щеглов Тимофей Трифонович Илюхин Саша Соловьев Даниил Страхов Матвей Столяров Олеся Железняк Артур Смольянинову Диана Вишневецкий Ярослав Жалобщиков Арсений Соколовские Яна Поплавковская Дина Рубен Диамантов Данил Файзов Артём Боровик Яхонтовский Ростислав Щербак Тарас Булычовский Владлена Величко Маша Захарченко Наташа Иванова Катя Кадочниковая Юля Кошкина Оля Коренева Настя Кочетковы Женя Баранник Алёшка Мелешко Таня ЛазаревскогоАлексей Кондаурбекович Алина ЕсиповскаЯрослав ГоловняАлександра ВолчекЕкатерины ПарфенчикОлесь ГончаренкоЕвдокия ВасильеваЮлия ГусеффАнатолий БелыйАндрей МироновМихаил БоярсковСергей Безру",1,0
