id,text,label,prediction
2804,"Заседание это отличалось от всех предыдущих тем, что Сталин не стал сам вести его, а с самого начала передал председательство Маленкову, который, надо сказать, чувствовал себя не в своей тарелке.",0,1
2828,"Он начинает жестоко избивать Джокера, но Тёмный рыцарь останавливает его и побеждает в поединке.",0,1
2864,"На стадионе ""Уэмбли"" прошел товарищеский матч между футболистами Англии и Франции. На матче присутствовали премьер-министр Дэвид Кэмерон и мэр Лондона Борис Джонсон.",0,1
3002,Сделал несколько поездок с научной целью в Санкт-Петербург и по разным провинциям Швеции.,0,1
3085,Солдаты готовы к бою.,0,1
3116,"Он задрал мешки, полез под остроугольный оксфордский воротничок.",0,1
3126,"Центр был основан 22 августа 1958 года как Институт медицинской радиологии Академии медицинских наук СССР с целью развития новых диагностических, лечебных и исследовательских методов, связанных с применением ионизирующих излучений. С 1992 года центр назывался Медицинский радиологический научный центр Российской академии медицинских наук (МРНЦ РАМН). С 2011 года носит название ФБГУ МРНЦ Минздравсоцразвития РФ, с 2012 года — ФБГУ МРНЦ Минздрава России. С 13 октября 2014 центр  называется Медицинский радиологическому научный центр им. А.Ф. Цыба. МРНЦ  — один из старейших в России  радиологических центров. Центр является одним из ведущих учреждений в Российской Федерации  по разработке и применению в медицине высокотехнологичных  радиологических методов диагностики и лечения больных с онкологическими и неонкологическими заболеваниями.",0,1
3214,Собянин: Приоритет общественного транспорта стал революционным решением для Москвы.,0,1
3215,Мы по тебе очень скучаем.,0,1
3232,Об этом пишет Delfi.Lt со ссылкой на правительство республики.,0,1
3294,"В предстоящую субботу в Энгельсском районе, у озера Сазанка, пройдет интерактивный субботник – ЭКОквест.",0,1
3321,"Он может отличаться в математике, физике, живописи или музыке.",0,1
3333,"В условиях ограниченности финансовых средств существуют риски снижения качества предоставляемых услуг, неритмичной работы предприятия и получения убытков.",0,1
3425,"Эти люди – не проблема для общества, для родителей, – отметила медиаменеджер учреждения Анна Захарова.",0,1
3505,"Понимаю, что пришло лето, когда с пьянки приходишь домой и можно разуться не включая свет",0,1
3531,"Чтобы защитить жизнь во вселенной, Коллекционер создал массивный музей бесчисленных форм жизни, чтобы бережно хранить их от Таноса.",0,1
3550,"Он заявил, что удаление должно быть радикальным и должны быть удалены все пораженные ткани. Это включало ампутацию или удаление вен, идущих в направлении опухоли.",0,1
3560,"""Который час?"" - ""Половина одиннадцатого"".",0,1
3645,Снегоуборочную технику на улицах города пока тоже не используют.,0,1
3671,"Стояли у нас буденовцы 5 дней и уехали обратно на Екатеринослав, и я дал 3 тысячи на разверстку.",0,1
3792,"Они подчёркивают, что население Северного Китая, преимущественно затронутого эпидемиями, уже к началу XIV века заметно сократилось по сравнению с населением Южного Китая, а относительно высокую смертность во второй-третьей четверти XIV века связывают скорее с голодом, нежели с эпидемиями.",0,1
3839,"Как пояснил глава региона, битва еще не проиграна необходимо соблюсти ряд требований.",0,1
3876,"Получено сегодня письмо обер-прокурора Константина Петровича Победоносцева, что Академия наук желает иметь наши издания здесь — переводы книг на японском языке и периодические.",0,1
4017,"Спидбол предпринимает ряд попыток поймать кота, надеясь, что исследование Нильса даст ему лучший контроль над его способностями.",0,1
4075,"В Багрове заранее были сделаны распоряжения, чтобы в день приезда молодых угостить дворню, всех своих и даже соседних крестьян, если кто захочет прийти или приехать.",0,1
4118,Путин: Нарушающие закон губернаторы должны быть наказаны.,0,1
4144,После убийства 5-летней девочки в Серпухове на местного участкового заведено дело.,0,1
4211,Нэнси не возражала против самостоятельной жизни за границей.,0,1
4265,Все черные солдаты были повышены по меньшей мере на один ранг .,0,1
4288,Его голова была выставлена на Лондонском мосту.,0,1
4300,"Танос появляется на планете, встречает Стрэнджа и оправдывает свои намерения необходимостью гарантировать выживание Вселенной, которой угрожает перенаселение.",0,1
4320,Чан — большой поклонник автоспорта.,0,1
4346,"Капитан сборной России по футболу Андрей Аршавин в интервью газете ""Спорт-Экспресс"" назвал слабое место национальной команды. По словам Аршавина, россиянам со времен ухода из сборной Вадима Евсеева требуется левый защитник. Форвард подчеркнул, что из тех, кого он видел на этой позиции, его ""никто не впечатлил"". По словам Аршавина, ""все говорят"", что позицию левого защитника в сборной России мог бы закрыть Георгий Щенников из московского ЦСКА. Капитан национальной команды также предположил, что сыграть на месте левого защитника мог бы Сергей Паршивлюк из московского ""Спартака"", который в своем клубе действует на правом фланге обороны. На позиции левого защитника в сборной России, как правило, действует Юрий Жирков, однако, по словам Аршавина, ""его место - впереди"". В отборочном турнире Евро-2012 на левом фланге обороны россиян также выступал Алексей Березуцкий. Его игру Аршавин не прокомментировал. Выступление сборной России в отборочном турнире Евро-2012 Аршавин оценил на ""четверку"". По словам форварда, россияне ""не 'феерили'"". ""Понимаем, что 'феерить' не можем и выжимаем максимум из того, что есть в арсенале"", - сказал Аршавин. Нападающий добавил, что он не знает, почему у сборной России не получается показывать яркую игру.",0,1
4523,METAFONT чаще всего запускается без непосредственного участия пользователя.,0,1
4533,Но в нем Ильмир Хайрутдинов из Татарстана и Курганова Кристина из Москвы оказались сильнее - 2112 и 2115.,0,1
4545,"Воццек решает, что если у него нет Мари, никто другой не может, и он наносит ей удар.",0,1
4549,Информация о цифровой платформе «Лайтхаус» доступна по адресу cfa.digital/factoring.,0,1
4655,Владимир Путин принес присягу и в четвертый раз вступил в должность президента.,0,1
4760,Крикет был придуман в Англии и очень популярен на территории всей страны и бывших колоний.,0,1
4782,Это не для пассивного прослушивания.,0,1
5093,Из Ленинграда вывезли почти все крупные предприятия.,0,1
5126,"Глава МВД Сербии Небойша Стефанович прокомментировал сообщения о том, что несколько россиян были депортированы из страны из-за причастности к подготовке терактов в Черногории.",0,1
5176,Юрский сказал: «Золотое сечение — в спектаклях Г. А. »,0,1
5206,Сборная России по волейболу стартовала на Лиге наций с поражения от Франции.,0,1
5239,Обед без малейшего позыва к оному.,0,1
5360,"А что, если этот план не сработает?",0,1
5400,"Такие мероприятия, как оплата за содержание и ремонт жилищного фонда и коммунальные услуги (кроме платы за электроэнергию и газ), включая твердое топливо, в пределах установленного регионального стандарта нормативной площади жилого помещения и нормативов потребления коммунальных услуг лицам, удостоенным звания «Почетный гражданин муниципального образования город Саяногорск», а также предоставление дополнительных мер социальной поддержки при посещении МУП «Баня - Енисей» в размере 50% от установленного тарифа за одно посещение на персональный счет посетителям способствуют достижению поставленных целей по улучшению условий жизни граждан.",0,1
5418,"Он сформировал салон для поэтов, где они могли бы критиковать работы друг друга.",0,1
5422,Нет лекарства от болезни любви.,0,1
5431,Стропальщик должен знать устройство башенного крана.,0,1
5461,Англия оставила за собой и часть американских лесов.,0,1
5469,Песня появилась в FIFA 17.,0,1
5631,"Я снова копал яму для машины и снова услышал визг бомб, снарядов и их взрывы.",0,1
5744,"Во время Корниловского выступления Керенский был вынужден прекратить преследование большевиков и обратиться за помощью к Советам. Корнилов воздержался от использования в конфликте наиболее верных себе, ударных частей.",0,1
5764,Это имело ряд потенциальных преимуществ с точки зрения затрат и эффективности.,0,1
5809,Он всегда работает в соответствии с принципом действия-реакции.,0,1
5866,"Это были пузырьки воздуха, поднимавшиеся со дна и примерзшие ко льду.",0,1
5868,"Взяв с собой регулярные войска, Брекинридж оставил полковника Роберта Престона руководить 500 ополченцами для защиты соляных заводов.",0,1
5880,"Продолжительность погружения под воду у горбатых китов зависит от времени года. Летом они редко ныряют более, чем на 5 минут, и погружения, продолжительностью больше 10 минут, редки. Зимой погружения продолжаются 10—15 мин. (максимум 30 мин.). В зимний сезон киты, по-видимому, погружаются под воду, чтобы отдохнуть, — летом они отдыхают на поверхности воды. На поверхности горбатый кит пускает фонтаны высотой от 2 до 5 м с интервалом 4—15 с. Манера поднимать хвостовой плавник при глубоком погружении делает этого кита одним из наиболее легко идентифицируемых видов китообразных, поскольку каждая особь отличается индивидуальным рисунком пятен на нижней части хвостовых лопастей.",0,1
5891,"Награда была выиграна собратом канадской иконы Ронни Хокинс, который, в свою очередь передал награду Гонтье.",0,1
5916,стимулирование производителей и потребителей жилищно - коммунальных услуг к внедрению инновационных технологий ресурсопотребления и ресурсосбережения;,0,1
6016,"Смехотворна мотивировка подозрений вокруг того, что друг Есенина, молодой поэт Вольф Эрлих ночевал в его номере в гостинице ""Англетер"".",0,1
6179,томаяты в фильме «москва слезам не верит» просто представьте,0,1
6228,"Москва, смотрите какая сладкая парочка!! Не должны они снова на улицу отправляться! ХЕЛП!!!",0,1
6265,"«Глава государства в США – это не то, что глава государства в России»",0,1
6313,Подпрограмма предусматривает реализацию следующих мероприятий:,0,1
6444,"Офисы Британского совета в Санкт-Петербурге и Екатеринбурге снова открылись после новогодних каникул, сообщает РИА Новости со ссылкой на директора совета Джеймса Кеннеди. ""Мы работаем в нормальном режиме, наш статус не изменился"", - отметил директор Британского совета в Петербурге и на северо-западе России Стивен Киннок. Кеннеди уточнил, что библиотека и информационный центр екатеринбургского отделения ""работают под эгидой партнеров"", а сам Британский совет в Екатеринбурге ""занимается проектами"". Киннок сообщил, что работа питерского отделения не претерпела никаких изменений. Представитель совета в Москве заявил РИА Новости: ""Деятельность Британского совета в Екатеринбурге, Санкт-Петербурге и Москве полностью соответствует нормам российского и международного законодательства, и поэтому мы не видим причин, по которым мы не могли бы продолжить работу"". Российское Министерство иностранных дел в декабре 2007 года потребовало от Британского совета закрыть отделения при генконсульствах посольства Великобритании в Екатеринбурге и Петербурге с 1 января 2008 года. МИД объяснил это отсутствием соответствующих мировой практике правовых оснований для работы этих отделений. По мнению российской стороны, работа Британского совета нарушает Венскую конвенцию о дипломатических сношениях 1963 года. После того как представители Британского совета заявили, что не видят оснований для выполнения требований официальной Москвы, российские власти пригрозили, что дело может дойти до прокуратуры. Ранее высказывались предположения, что екатеринбургское отделение совета может быть преобразовано в отдел культуры генконсульства. На московское отделение Британского совета требования российского МИДа не распространяются. Как уточнили во внешнеполитическом ведомстве, это следует рассматривать как жест доброй воли со стороны России. Отказ от выработки соглашений, которые позволили бы Британскому совету продолжить работу в России без помех, министр иностранных дел Сергей Лавров объяснил тем, что Великобритания в одностороннем порядке пошла на ухудшение отношений с Россией после отказа последней выдать Андрея Лугового, подозреваемого британской прокуратурой в убийстве Александра Литвиненко.",0,1
6535,"Куда не поедешь, везде найдешь японских туристов.",0,1
6629,"Используя сканер, Британские Виргинские острова могут различать людей с одинаковым ИМТ, но с другой формой или распределением веса.",0,1
6850,Российского авиадебошира сняли с рейса из Доминиканы.,0,1
6970,"Саудовская нефть теряет популярность на рынке — многие европейские и американские НПЗ отказываются покупать дополнительные объемы по сниженным ценам, сообщает The Wall Street Journal. Саудиты пытаются уменьшить российскую долю рынка в Европе снижением цен, при этом Москве удалось перенаправить потоки в Китай.",0,1
7049,После смерти жены Дракула не говорит.,0,1
7088,"Он был призван, чтобы поднять шторм против врагов.",0,1
7219,"Характеристика деятельности в сфере транспорта, оценка транспортного спроса.",0,1
7306,"Она будет иметь четыре турбины, соединенные с генераторами электрического тока.",0,1
7446,"Понимаешь Родить ребенка и знать, что он обречен на смерть, как и сам ты...",0,1
7506,Самолет поднялся на высоту десять тысяч метров.,0,1
7594,"Boyz II Men - американский бойз-бэнд из Филадельфии, штат Пенсильвания.",0,1
7648,Невесело было и это время.,0,1
7658,"Может, это делает меня плохой актрисой.",0,1
7671,И поэтому «Локомотив Москва» - лучший клуб России на милю.,0,1
7702,"Я понятия не имею, что происходит.",0,1
7722,Он путешествовал по стране.,0,1
7805,Османской империи возместили 40 000 000 пиастров за потерю территории.,0,1
7855,С точки зрения транспортной доступности в настоящее время Кронштадтский район Санкт-Петербурга выглядит благополучнее многих других районов Санкт-Петербурга.,0,1
7885,С 1 июля тарифы ЖКХ вырастут в пределах 4%.,0,1
8031,"Был убит Гусманом, его тело было сброшено в реку.",0,1
8242,"Он находит карту, но после потери дозы сыворотки умирает от радиационного отравления.",0,1
8291,Большинство норвежских фильмов были восстановлены в цифровом виде.,0,1
8305,"Быстрый переход в будущее показывает отчуждённого сына Таноса Тэйн, который превзошёл своего безумного отца с олицетворением смерти на его стороне.",0,1
8349,"Флора и фауна Гонконга претерпели серьёзные изменения вследствие изменения климата, уровня моря и влияния человека.",0,1
8437,Чтобы порядочный человек посягнул на его светлый образ Бросьте выдумывать.,0,1
8518,Многие объекты социальной инфраструктуры на сегодняшний день не полностью соответствуют требованиям норм и правил по обеспечению доступности для инвалидов и других маломобильных групп населения.,0,1
8521,консолидация средств для реализации приоритетных направлений развития транспортного комплекса города Бородино;,0,1
8658,Загруженность коечного фонда сохраняется на уровне 90-95 %.,0,1
8665,У России нет ограничений на размещение ядерного оружия в Крыму - об этом заявил постоянный представитель страны при НАТО Александр Грушко.,0,1
8766,Наша школа находится за рекой.,0,1
8807,"На различные образовательные мероприятия для представителей бизнеса мы всегда приглашаем лучших спикеров, которые делятся накопленным опытом и помогают адаптировать бизнес-процессы в современных условиях.",0,1
8852,Раньше таких показателей можно было достичь за 12 месяцев.,0,1
8990,Я мог его на столе оставить.,0,1
9080,В Москве изъяли более 22 килограммов героина.,0,1
9089,3-е место осталось за парой Berlinger / Stahlberg из Германии.,0,1
9109,Он капитан футбольной команды.,0,1
9141,Сфера туризма в Краснощёковском районе представлена 3 коллективными средствами размещения общего назначения на 39 мест для круглогодичного проживания.,0,1
9261,Моя сестра умерла в прошлом году.,0,1
9302,Цель: снизить затраты на обеспечение нормальной хозяйственной деятельности за счет внедрения энергосберегающих технологий.,0,1
9313,"Требует, чтобы компания определила то, что она предлагает купить.",0,1
9322,"Трубецким, который был прислан курьером.",0,1
9329,"Подготовил сегодня для отправки в Америку, в журнал «Asia», первую партию монгольских фотографий.",0,1
9331,"Сойки - это несколько видов средних, обычно ярких и шумных птиц из семейства вороньих Corvidae.",0,1
9558,"Скажите мне, какие фильмы вы смотрели.",0,1
9597,Министр торговли Норвегии Monica Mæland возглавила делегацию из 54 компаний в Кению в сентябре 2015 года.,0,1
9692,"Для лунной программы ""Роскосмос"" разработает новую сверхтяжелую ракету.",0,1
9819,Мне нужен одноместный номер с ванной на две ночи.,0,1
9948,"Когда он не был избран королём Польши, он обратился к военной карьере.",0,1
10000,"""...И нашел, что в храме продавали волов, овец и голубей и сидели меновщики денег.",0,1
10003,"Довольно часто B2BUA является частью медиа-шлюза для того, чтобы полностью контролировать медиа-потоки в рамках сессии.",0,1
10029,Я счастлив иметь так много хороших друзей.,0,1
10100,"Трагедия Есенина подобна трагедии, изображенной Достоевским.",0,1
10171,"Опубликованные сочинения: в основном произведения выходили не регулярно в различных журналах и случайных публикациях. К наиболее значимым книгам или брошюрам относятся: «35 сонетов» (на английском языке), 1918; «Английские поэмы I—II» и «Английские поэмы III» (также на английском языке), 1922; и книга «Послание», 1934, премированная Секретариатом Национальной Пропаганды в категории «Поэма». Брошюру (памфлет) «Междуцарствие», опубликованную в 1928 году в защиту военной диктатуры в Португалии, следует считать несуществующей. Возможно, что при более внимательном пересмотре всего этого от многого отказался бы.",0,1
10193,"Таким образом, одновременно в двух школах муниципалитета будет обновлена материально-техническая база, ресурсы которой можно использовать всеми школами муниципального образования.",0,1
10251,Подавление синтеза простагландинов и тромбоксанов.,0,1
10322,"Создание отдельного аккаунта для каждого демона, как это рекомендует Linux Standard Base, обеспечивает более надёжную политику безопасности.",0,1
10372,"Как и у других хамелеонов, у этого вида длинный язык, лапы, имеющие форму раздвоенных складок, и цепкий хвост.",0,1
10407,"Уже была выведена новая схема 2, в которой подчеркнуты гласные буквы И и Е: в этих местах произошло ""нарушение основного закона"".",0,1
10460,Образец на самом деле не был захвачен французами.,0,1
10543,"Стало известно, когда в Москву придет первая зимняя оттепель.",0,1
10546,"Впечатление, как будто стекло треснуто.",0,1
10551,"В целях увеличения доходов местного бюджета предстоит реализовать комплекс мероприятий, направленных на увеличение налогового потенциала, повышение собираемости налогов, в том числе:",0,1
10722,В ходе 47 проверок общественного транспорта за нарушение масочного режима к ответственности привлечены 6 человек.,0,1
10747,"В нем, как вы изволите видеть, пока еще нет ничего угрожающего.",0,1
10793,Сербский список решил не присутствовать на следующей сессии Ассамблеи Косово.,0,1
10854,"Тело Робина Уильямса было кремировано на следующий день после смерти, а прах развеян в округе Марин над заливом Сан-Франциско.",0,1
10913,А наши аресты — какая война: холодная или горячая?,0,1
11008,"Когда он воротился в номера, Милочка уже спала.",0,1
11120,"Роберт Моссмен возглавлял метеорологические и магнитные исследования, а студент-медик Аластер Росс стал таксидермистом.",0,1
11277,"Нам нужно убедиться, что Вы - человек. Каковы первые пять букв Вашего электронного адреса?",0,1
11404,"Я уверена, что он счастлив.",0,1
11528,В Таиланде дайверы нашли пропавшую детскую футбольную команду.,0,1
11574,Около полудни партия начала отправляться из гавани.,0,1
11647,"У вас ничего не выйдет, если не будете работать усерднее.",0,1
11687,Но я все равно выхлебал уху и остатки выпил из чашки через край.,0,1
11709,"Автомобильные компании вводят урезанные рабочие смены. В начале и середине лета некоторые компании вынуждены будут прибегнуть к приостановке конвейеров из-за катастрофического спада спроса. Помимо снижения заработной платы рабочих это приведет к спаду производства у сотен поставщиков и в смежных отраслях промышленности, считают эксперты.",0,1
11755,Теперь пришло время сказать спокойной ночи.,0,1
11766,"Это временное помутнение сознания, которое теперь постепенно проходит.",0,1
11767,"Перед выходом убедитесь, что вы всё выключили.",0,1
11864,Секретарь Совбеза Армении едет в Бишкек на саммит ОДКБ.,0,1
11881,Точка плавления иодангидрида лежит около 140-142; при этой температуре вещество сильно окрашивается иодом и при охлаждении застывает в бурую массу.,0,1
12055,Майкл Джордан назвал Обаму бездарью в гольфе.,0,1
12144,Что происходило с ним под водой и когда его тащили на поверхность?,0,1
12180,"Огромное спасибо всем труженикам службы ""скорой помощи"", приходящим на помощь людям в тяжелые минуты!",0,1
12266,Основной источник статистических данных о Катастрофе европейского еврейства — сравнение предвоенных переписей населения с послевоенными переписями и оценками.,0,1
