id,text,label,prediction
1918,"Японские власти прорабатывают визит главы МИД страны Фумио Кисиды в Москву, ожидаемый в начале декабря. Отмечается, что эта поездка станет частью подготовки к намеченному на середину декабря визиту президента России Владимира Путина в Японию и его встрече с японским премьер-министром Синдзо Абэ.",1,0
1955,Зарин и VX-газы использовались в нескольких убийствах (и попытках убийства) в 1994—1995 годах.,1,0
2096,"И произносят не звезды, а друзья.",1,0
2160,"Но не только его старая мечта не исчезла, но, напротив, он в день успокоился.",1,0
2191,Скажи о чуть-чуть новогоднего настроения Haru Nonaka,1,0
2209,"мужчина подшутихается над своими собаками и делает вид, будто разговаривает по телефонному аппарату об их",1,0
2338,Увеличение объема стимулов в течение слишком длительного времени создает инфляционные риски.,1,0
2350,"Как все видели, это был действительно большой вызов.",1,0
2399,"Прежде всего прошу прощения за некоторое фамильярное обращение, вероятно, у Вас в Варшаве так начинать писать не принято.",1,0
2533,"Существуют версии, объясняющие происхождение лавины, спровоцированной техногенным фактором (например, взрывом).",1,0
2639,"Тем не менее, написанный плоским способом, создает иллюзию пространства, длины и робости в жизни.",1,0
2684,"На митинге в Киеве националисты поднимали украинские флаг и требовали ""не забыть"" голодомор.",1,0
2703,"Газета «Театр и жизнь» отметила, что действо, происходившее на сцене, более всего напоминало «характер ученических упражнений».",1,0
2763,"Не говорит ли в нем зависть Томилова, которого-то Коко Томилова не его",1,0
2889,Игрок трижды выигрывал чемпионат подряд.,1,0
2924,"Они враги Эно, и они постоянно преследуют его.",1,0
3021,"Музей «На фронте», где вопросы сосуществования исследованы художественными методами, расположен на дороге, разделяющей Восточный и Западный Иерусалим.",1,0
3053,"Гражданская война в Испании. Националистическое правительство приняло план Каталонийского республиканского правительства в войне против диктатуры Франко, в конечном итоге победив Франко.",1,0
3158,"Перед ним к<нязь> Разумиев, некогда пышно разодетый, важный и",1,0
3177,"его по этому слову узнаёт и тревор Филипc, который, занимающийся сексом с наркотиками, смотрел сюжет об ограблениях.",1,0
3205,"Он и Райзо работают вместе, чтобы починить температурный контроль в модуле 77.",1,0
3444,"Даже если было это ""большое"", он рассчитывал, что в восполнение допущенных им фактических пробелов ты придите ему на помощь.",1,0
3498,"Не откладывайте наше дело так долго, чтобы оно не провело нас слишком далеко, чтобы мы могли его отложить.",1,0
3517,"Ученый считает имя ""Федор"" производным от названия немецкого рыцарского ордена и связывает его с именем Федора Бондарчука.",1,0
3621,"Доклад южнокорейского минобороны был представлен в парламенте в понедельник, 18 сентября.",1,0
3624,Во французском Марселе началась сильная и всеобщая забастовка.,1,0
3634,Он дал ему прочитать здесь Газету. Он послал Симеону Мии наказать его и кёотских христиан.,1,0
3666,"Не в воспоминаниях и не в исторических исследованиях, а в показаниях перед верховной следственной комиссией, образованной Временным Правительством для расследования действий министров и агентов царской власти, Гучков показал, что русское общество недостаточно сознавало необходимость переворота и не взяло его в свои руки, предоставив слепым силам, не движимым определенным планом выполнить эту болезненную операцию.",1,0
3757,"За сексуальные действия в отношении девушек Любе, Тоне и Шона Чикатила был уволен.",1,0
3818,"Mortal Kombat был клиент-сервер, используемый для повышения защищённости системы, который использует собственный открытый текстовый формат хранения секретов.",1,0
3930,Три дня назад Обри исчез без вести без вести.,1,0
3940,Этот альбом принес этому дуо Пуэрто-Рико международную славу.,1,0
3953,в 1310 году праздник перенесенных мощей святого Николая отмечала вся Италия.,1,0
3977,"Вечером вражда была между группами, а старшая девочка каталась. Остальные завистливо наблюдали и ссорились.",1,0
4041,В СБ и мембранах.,1,0
4105,"Банк представляет в орган местного самоуправления информацию о фактах заключения договоров банковского счета с владельцами свидетельств, об отказе в заключение договоров и расторжении без зачисления средств, предоставляемых в качестве социальной выплаты, и о перечислении средств с счета в счет оплаты приобретаемого жилого помещения (создаваемого объект индивидуального жилищного строительства).",1,0
4143,"Kenzo Takada родился в Японии и переехал в Париж в 1964 году, чтобы начать свою карьеру в индустрии моды.",1,0
4258,школьники взяли 4 золотых медали в Международной олимпиаде по химии.,1,0
4273,"Помните, что я говорил вам, где я, со всеми сестрами в ушах...",1,0
4314,Прошлая зима оказалась богата событиями.,1,0
4315,"Поначалу схватка шла со значительными потерями у Сауронов, которым не удалось взломить оборону Минасов и ворвалось на их верхние уровни.",1,0
4353,Я думаю было бы просто ясно.,1,0
4435,(Реконструкция) Правительство России выдвинула экс-президента Франции Франсуа Фузана в совет управления «Зарегоннефтью» с мая 2006 по май 2007 года при президне Николе Саркозе.</,1,0
4501,"Вернись домой рано, Билл.",1,0
4538,"Садовая, 54, кв 1 (подьезд), 11, 1 и 6, от 6, 5 до 8 часов вечера неизвестный.",1,0
4594,"Для shirt, я заслужил десять долларов.",1,0
4787,Премьера клипа к нему длительное время была самая просматриваемая и самая обсуждаемая,1,0
4807,Белорусская полиция задержала главу антикоррупционного бюро Белоруссии Аlandro Bellato,1,0
4949,Сэм Страйк исполнил роль Рэндалла Флэгга на главной роль.,1,0
5086,"Снайпер полиции Колумбии, скрывшись на крыше соседнего дома, убил Эскобара в ногу и он упал.",1,0
5118,"Какой вид агломерации характерен для многолучевой, складывающейся вокруг крупных транспортных узлов, что присуще Екатеринбургу и имеющему семь железнодорожных направлений",1,0
5175,Он занимается спортом дважды в неделю.,1,0
5181,В этом году очень рано осень перешла в настоящую зиму два-три дня назад.,1,0
5215,Об этом сообщает РИА «Новости» в пресс-службе ВМФ России.,1,0
5264,"образовательные учреждения реализуют программные мероприятий на основе государственных контрактов (гражданско-правовых договоров), заключенных в соответствии с Федеральным законом от 05.04.2013 г.",1,0
5365,"Развитие технологий дает художникам современные инструменты, позволяющие расширять горизонты и представлять произведения, создание которых ранее было невозможно, – компьютерная графика, звуковой и музыкальный компьютинг, макро- и микросъемки в фотоискусстве, применение новых материалов в прикладном искусстве.",1,0
5385,Мне нужно написать письмо. У тебя есть бумага?,1,0
5583,"Отставной инвалид у дверей кабака продавал на грош и копейку картузики нюхательного зеленчуку, приговаривая каждый раз с малороссийским оттенком: «Купыть, господа!",1,0
5700,"в стратегии учитывается задачи, которые поставил Президент Российской Федерации с ежегодным посланием Федеральному собранию Российской федерации.",1,0
5710,"Троллейбусы и трамваи окрашены некоторыми дегенерациями, как школьный двор в неблагоприятном микрорайоне.",1,0
5716,"для паники характерно стремление больного избегать всего болезненного, что вызывает паническую реакцию.",1,0
5755,"Он был создан в основном для рекламы видео и, следовательно, пропагандировал интернет-связи.",1,0
5805,"Однако ни одному из этих пользователей не удалось уловить тот факт, что он в конечном итоге загрузил официальный сайт Mountain.",1,0
5812,"Завод Dell Computer, расположенный в Ирландии, уже серьезно пострадал от нового вируса: завод остановился на 48 часов.",1,0
5849,"Кельн. Мыс Нордкап
Валентин Михайлович Пикуль  
        &laquo;Мы с тобой&rave;&nbsp;,1978 г., реж: Вуди Аллен, США-Великобритания - 2+1 (4/10)   Режиссер : Валентин Папанов Сценарий и постановка фильма были написаны специально для этого спектакля в соавторстве режиссером Валерием Золотухиным, который также является автором многих известных фильмов про войну ""Семнадцать мгновений весны""(1987г.)и других..Режиссеры картины Валерий Чкалов (""Девчата"") Юрий Никулин Сергей Бондарчук Владимир Этуш Олег Табаков Михаил Жаров Евгений Евстифеев Александр Ширвиндт Игорь Костолевский Борис Барнетт Андрей Эшпай Виктор Сухоруков Николай Караченцов Людмила Зыкина Татьяна Самойлова Ирина Муравьева Светлана Светличная Наталья Гундарева Любовь Орловых Елена Яковлева Валентина Толкачева Алла Демидова Ольга Аросева Юлия Галанскова Анна Самохваленко Нина Русланова Вера Сторожевая Екатерина Лемешева Алексей Баталерман Анатолий Кузнецов Дмитрий Марьянов Иван Охлопкова Марина Неелло Мария Шукшина Лариса Удовина Геннадий Хазанович Константин Юткевич Галина Польских Евгения Симонова Лев Прыгунович Леонид Броневой Павел Луспеканов Владислав Третьяк Василий Лановой Георгий Данелия Эдуард Успенский Григорий Поженяна Вячеслав Тихонов Аркадий Райкин Станислав Ростоцкий Всеволод Мейхер Иосиф Хейфиц Федор Лавров Петр Мамонтов Зоя Рымбаускайте Инна Чурикян Тамара Сёмина Наталия Токаревых Маргарита Терехова Надежда Бабанова Ксения Раппопорт Майя Плисецкая Валерия Леонтьева Виктория Исакова Лидия Федосеева Александра Пахмутовая Анастасия Заворотнюкович Елизавета Арнтгольц Алиса Фрейндлих Жанна Бичевская Лили Колган Кира Муратхан Султангаджиев Руслан Цагарелишвили Эльчин Сафаргалиев Надир Эфендиеву Тимур Бекмамбетов Максим Шевченко Оксана Робски Денис Драгунского Роман Полянский Илья Фесюк Кирилл Плетнев Вадим Абдрашаимов Антон Первушин Егор Бероун Никита Панфилов Марк Захаров Филипп Янковский Виталий Соломко Дарья Донцова Вероника Долина Полина Кутеповы Софья Прокофьев Глеб Дрозд Артем Михалок Семен Альбенис Степан Щеглов Тимофей Трифонович Илюхин Саша Соловьев Даниил Страхов Матвей Столяров Олеся Железняк Артур Смольянинову Диана Вишневецкий Ярослав Жалобщиков Арсений Соколовские Яна Поплавковская Дина Рубен Диамантов Данил Файзов Артём Боровик Яхонтовский Ростислав Щербак Тарас Булычовский Владлена Величко Маша Захарченко Наташа Иванова Катя Кадочниковая Юля Кошкина Оля Коренева Настя Кочетковы Женя Баранник Алёшка Мелешко Таня ЛазаревскогоАлексей Кондаурбекович Алина ЕсиповскаЯрослав ГоловняАлександра ВолчекЕкатерины ПарфенчикОлесь ГончаренкоЕвдокия ВасильеваЮлия ГусеффАнатолий БелыйАндрей МироновМихаил БоярсковСергей Безру",1,0
5852,Дополнительное образование для детей в Парфеевском муниципальном округе.,1,0
5950,А. М. письмо,1,0
5998,Когда геополитическое значение буддизма ограничилось ЦентральнойАзией?Когда территориальное распространение тибетского буддизмоПриняло Индию??,1,0
6008,"Невилл был инициатором приглашения в хогвартс штатного колдопсихолога (с обязательным непреложным обетом хранения тайны услышанного), чтобы каждый студент мог свободно поговорить о своих травмах и переживаниях.",1,0
6070,"В Новой Зеландии преобладает суровый альпийский климат. Цепь высоких Южных Альп разделяет страну пополам и, преграждая путь преимущественным западным ветрам, делит её на две различные климатические зоны.",1,0
6074,Исследователи предположили что степные кочевники пришедшие на смену чингизаням были тюркоязычны аланы или караимы.,1,0
6317,"Призовые места завоеваны в следующих конкурсных мероприятиях: международный вокальный конкурс «Мы вместе», всероссийский конкурс «Узнавай-ка!», телевизионный международный фестивале-конкурсе «Таланты России», телевизионном международном фестивале «Клен-медиа» и многих других.",1,0
6342,По традиции все стали пияны.,1,0
6441,В городе запрещено передвижение гражданских лиц и автотранспортных средств между 22 ч. 00 м. и 6 ч. 00 м.,1,0
6582,"Два анархиста считали, что пушки нет.",1,0
6588,"Коллеги в смолтоке обсуждают, как порой они сильно пострадают из-за депрессии новости Швеции.",1,0
6668,": я делаю это каждый день, а потом вынимаю: румынку, нлюбимое: сгибание и разгибание..",1,0
6671,"На награждении VIVA Лобода представила сингл «Спасибо», посвящённый дочери. Позднее LOBODA презентовала клип. Съёмки картины проходили в Майами. Режиссёром и оператором выступил Владимир Шкляревский.",1,0
6873,Автобус из Белоруссии съехал в кювет на Украине.,1,0
6909,"Никто лучше ручаться не может в ошибке последнего подозрения, как я, а первое не стоит даже труда, чтобы доказать, что это неправда.",1,0
6949,Ожидаемые результаты по этому сценарию.,1,0
6950,также он выступил против переподчинения ВАСУ нижестоящему судебному органу.,1,0
6953,Премьер-министр был вовлечен в скандал.,1,0
7113,"США решили отказаться от сотрудничества в рамках программы ООН нового проекта ""Росатома"" Nanon для исследований мирного атома.",1,0
7311,"В Японии началась эволюция ритуала сэппуку, совершаемого самураем при помощи кинжала, обезглавлявшего его и обезглавлившего его голову. По мере эволюции ритуала самурай с помощью кинжала обезглавливал его так, чтобы его голова повисла на куске кожи.",1,0
7461,Мы должны нанять hackerа.,1,0
7480,Дарк академия - это когда идёшь в универ в темноте и возвращаешься из него тоже в темноте.,1,0
7541,"Пятая ракетка мира Каролина Плишкова отказалась принять участие в «Кубке Кремля», сообщает официальный сайт турнира. Чешская теннисистка отобралась на итоговый турнир WTA в Сингапуре и приняла решение не выступать на соревнованиях в Линце и Москве.",1,0
7547,В направлении с Запада на восток - три ступеньки.,1,0
7589,кто поступает в универ живым внутри?,1,0
7595,"Скандал с скоплением бета-амилоида в амилоидном белке демонстрирует обнадёживающие результаты. По мнению исследователей, иммунная система больного должна научиться распознавать и атаковать отложения амилоида, уменьшая их размеры и облегчая течение болезни.",1,0
7624,не готовьтесь к стриминггу май 'универс в следующую пятницу и вам видно,1,0
7625,"Что вы вообще провинились, чтобы использовали как женский орган.",1,0
7677,"Десять пакетов с игрушками, обувью, куртками и юбками вы отправили в нелидовскую интернатную школу (регион Тверь).",1,0
7874,Роскосмос планирует отправить к Международной космической станции три транспортных корабля «Прогресс».,1,0
7937,"Он оказал большое влияние на Миканопи, главу Семиналов.",1,0
7943,Зачем он тебе нужен?,1,0
7950,Взрослые бегут на деревьях.,1,0
7984,"арабский, английский, немецкий, французский, русский, хинди и урду",1,0
8099,", в последние годы Азия до недавнего времени была богатой страной для многих, главным образом для их внешних торговых рынков, источником их колониальных ограблений.",1,0
8132,"связано с увеличением цен и ростом объема отгружаемой продукции, выполнение работ, оказание услуг.",1,0
8183,Власти Сербии получили пять официальных предложений по приватизации госпредприятий и двух госкомпаний.,1,0
8229,"В Чите завершилось катание на коне. Взрослый жид запряг пару лошаденок в тарантайку из глубокого ящика на оси, оглобли длинные, а ящик до того глубок, что от сидящих в нем 2-х женщин видим только головы в красных клетчатых платках.",1,0
8368,"На что газета основывала свою оценку, оставалось неизвестным.",1,0
8410,Это сложная комбинация прессы.,1,0
8559,"Это была первая хорватская политическая партия, сформированная после возобновления многопартийной системы.",1,0
8576,"Оказание высокотехнологичной помощи по профилю «сердечно-сосудистая хирургия» ежегодно увеличивается, но не покрывает потребность в данном виде медицинской помощи для жителей Донецка",1,0
8841,"Его первое официальное название, Дуглас, использовалось лишь в течение короткого периода времени.",1,0
8918,Игровому центру Playboy предложили украсить выпускаемый журнал эксклюзивными обложками.,1,0
8943,. Добавление изменений в Муниципальную программу Красненска осуществляется в соответствии со словами «ответственного исполнителя или соисполнительного (по поручению) на основе распоряжения Главы Крассенского сельского округа.,1,0
9084,"В период 2014–2020 годы планируется сделать подключение к газоснабажению следующих муниципальных образований: · п. Румино, с.п. РулиноТехнического центра.",1,0
9129,Коченевского района Новосибирской области на 2016-2020 годы введено,1,0
9466,"в пятницу, 26 июля, выпал первый дождь..",1,0
9487,"Председатель Черниговского областного совета Игорь Вдовенко совершил ДТП, в котором пострадало три автомобиля. В результате аварии никто не пострадал. В то же время в правоохранительных органах Украинской правде рассказали новые детали аварии.",1,0
9519,"Общее количество детей и подростков в возрасте от 5 до 18 лет, проживающих в городе Братске, определяется статистическими данными.",1,0
9676,"В Петербурге началась застройка по образцу Венеции и Амстердама, в которой были построены здания, построенные из камня, а также несколько зданий, построенных в этом стиле. В городе сохранилось несколько исторических зданий, в том числе Петропавловская крепость, Летний дворец, Кунсткамера и другие.",1,0
9887,"проснулась по дороге домой,с четким пониманием предстоящей работы(вчера была корпоративка).Но когда пришла утро",1,0
9960,"(Хайль Гитлер, Гитлерюгенд, Гитлеру, Гитлером-Шик, Дёниц, Гитлер-Геббельс) - это год, когда они получили свои",1,0
10093,"""Апрель"" в Беларуси закончится дождливой, погодой и теплыми.",1,0
10200,"Сезон ловли раков, который тогда был сокращен до двух месяцев, начинался именно в августе.",1,0
10226,"Девочки, дожившие до начала пророческой миссии Мухаммеда, все приняли ислам в Ясриб.",1,0
10282,"Мама, Арлин Шэрон Феникс, родилась Дюна, род.",1,0
10309,каждое лето я собираю  и держу в руках урожай каждой осени.,1,0
10426,Что сделала борьба с наемными слугами деспотизма?,1,0
10429,"На территории многоквартирных домов могут располагаться объекты, предназначенные для обслуживания и эксплуатации таких домов, и элементами благоустройства этих территорий, в том числе парковками (парковочными местами), тротуарами и автомобильными дорогами, включая автомобильные дороги, образующие проезды к территориям, прилегающим к многоквартирным домам.",1,0
10432,"Оно тихо и выглядит так, как в нем можно видеть это небо.",1,0
10442,"Амурская область сохранит удельный вес объектов, переданных в собственность Амурской области из федеральной и муниципальной собственности, в общем количестве объектов, подлежащих передаче в собственность области, а также объектов, по которым утвержден перечень имущества, подлежащего передаче из федеральной собственности, на уровне не менее 75 процентов.",1,0
10499,"А.В. Порохин, П.О. Двизова и А.Н. Дизова — новые организационно-экономические условия перехода к устойчивому развитию региона и создание новых экономических условий для устойчивого развития региона.",1,0
10583,"Будущий лидер Шоуни, возможно, принял участие в этой битве.",1,0
10643,"Как обычно, введение в состав СССР в 1968 году (сенсорные детекторы [аботаны], но только на западе).",1,0
10650,", ранние истории имели сериальный характер, когда история переливалась из одной в другую.",1,0
10675,"Я объясняю, что это будет только видно, но не могу согласиться с вами, что эти успехи заметны так легко, как может показаться.",1,0
10697,Книга Марка очень интересная.,1,0
10897,"В стадии инкубационного периода выявление заболевших тепловизорами неэффективно, так как температура тела может быть в пределах нормы или быть незначительно завышенной.",1,0
10965,"«Большекулачинский специальный дом-интернат для престарелых и инвалидов» и бюджетное стационарное учреждение социального обслуживания Омской области (БСУСО) «Куйбышевский» осуществляют стационарное социальное обслуживание граждан пожилого возраста, в которых социальные услуги получают свыше 2 тыс. человек.",1,0
11002,"Но стоило ли устраивать такую шумиху, если вы убили-с",1,0
11011,"Костюмы для Хэллоуина — недавно возникший элемент праздника. Костюмы, в которых изображают разных монстров или других персонажей, начинают продавать ещё в августе.",1,0
11111,"Начну с того, что я провел в Вильно два месяца. За это время я успел познакомиться с Зоси, с мамой, с Юльком и Леоном, которые пересели во 2-й класс.",1,0
11159,"По его словам, 30 апреля пробки достигнут семибалльной отметки в 16 часов и продержатся до позднего вечера.",1,0
11170,"С момента своего ухода он продолжил сотрудничать с Real Madrid, занимая различные должности.",1,0
11216,Боб выразил благодарность от имени своих одноклассников.,1,0
11217,В этот раз я не умею пробиваться. Все дельцы — мошенники и пр.,1,0
11303,"В Вологде в столкновении двух легковых автомобилей пострадали три человека. По предварительным данным, 31-летний водитель, управляя автомобилем «Renault Symbol», не предоставил преимущество в движении 44-летней женщине, двигавшейся в сторону Вологды.",1,0
11324,"В 2008 году в списке политзаключённых было 472 человека, но вместе с ними 12 других (Лукаш, 187,",1,0
11379,Офиолит — один из немногих офиолитов (coupe of the oceanic crust) обитающих на Земле.,1,0
11505,"У кого есть сила, пусть берет ее; кто ленится, пусть отложит ее в сторону.",1,0
11550,"Я убежден, что преданность еврейского народа Палестине принесет пользу всем жителям страны не только материально, но и культурно и национально.",1,0
11783,я вернусь как только распустятся листья весной,1,0
11902,", Спорт и физическое совершенствование не были приоритетными в еврейской традиции, а греческие авторы рассматривали атлетическое мастерство как нежелательную, «греховную» тягу к греческой культуре.",1,0
12052,Подпрограмма 3 «Повышение пожарной безопасности в ЗАТО Озерный Тверской области» реализуется в ЗАТО Озерный Тверской регион с целью повышения пожарной безопасности в ЗАТО Озерный Тверской регион.,1,0
12103,"Он много раз думал: и вдруг случилось, что Лидия тогда ушла из Мани, и он остался.",1,0
12252,"명한 모지 진발  - Северная Корея - Июль, 2013 г.",1,0
12293,А.Шварценеггер в пятый раз сыграет Екатерину II.,1,0
12314,"С 2016 по 18 сентября было взято в поголовье крупного, мелкого рогатого скота, птицы, свиней, по сравнению с 2017 годом.",1,0
12334,Ник мне должен десять долларов.,1,0
12455,"«Продукция мебель» - 112,5%, «Продукция транспортных средств» - 109%.",1,0
12469,В 1993-1994 годах в этом институте обучалась Галина Старовтова.,1,0
12608,"риторика подачи новостей столько лет прошло, как раз не изменилась?",1,0
12694,"Сотрудникам Роскомнадзора не понравился ведущий Владимир Соловьев, и они не стали привлекать его к ответственности.",1,0
12745,"Выписавшись из Петербурга, он сообщил мне, что чувствует себя очень плохо и, следовательно, продаёт свои сочинения, так как они продаются в виде денег.",1,0
12767,. С 1999 года город по-прежнему считается районом округа Фултон.,1,0
12819,"Бакаев находился в федеральном розыске, 11 августа 2006 года он был задержан в Арзгирском районе Ставропольского края.",1,0
12836,"Эта политика оказывает влияние на экономику, в частности, в отношении субсидий и пособий, предоставленных правительством.",1,0
13003,Энди никогда не опаздывает на свидание.,1,0
13013,"В Иркутске прошли допросы адмирала Адмирала Колчака, рассказавшего о арктической эпопее и о тяготах пути, а также рассказывая о важных исторических событиях, участников которых ему довелось быть.",1,0
